stars,comment
1.0 out of 5 stars,"









  
  
    
  Great and fast service

  
"
5.0 out of 5 stars,"









  
  
    
  Good phone and handy too

  
"
5.0 out of 5 stars,"









  
  
    
  Its an game changer for me

  
"
5.0 out of 5 stars,"









  
  
    
  Just awesome...😍😍😍

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent phone!!👍🏻

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing phone

  
"
5.0 out of 5 stars,"









  
  
    
  This was a op

  
"
5.0 out of 5 stars,"









  
  
    
  Fantastic buy

  
"
2.0 out of 5 stars,"









  
  
    
  Screen touch sensor is not working properly

  
"
5.0 out of 5 stars,"









  
  
    
  Worth of buying

  
"
4.0 out of 5 stars,"









  
  
    
  Best

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome experience..battery life is excellent..

  
"
5.0 out of 5 stars,"









  
  
    
  Just go for it... Don't think...

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome 👍 product

  
"
5.0 out of 5 stars,"









  
  
    
  Amaging

  
"
5.0 out of 5 stars,"









  
  
    
  No words to describe apple, apple fan 🙌

  
"
4.0 out of 5 stars,"









  
  
    
  awesome😍❤️

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome phone love amazon

  
"
5.0 out of 5 stars,"









  
  
    
  nice, royal and durable

  
"
5.0 out of 5 stars,"









  
  
    
  Very happy to got it

  
"
5.0 out of 5 stars,"









  
  
    
  Smoothest Phone i've used. Go for it, don't think twice.

  
"
5.0 out of 5 stars,"









  
  
    
  The best beast

  
"
5.0 out of 5 stars,"









  
  
    
  Nice one and I loved it

  
"
5.0 out of 5 stars,"









  
  
    
  Awsm!!!loved it

  
"
4.0 out of 5 stars,"









  
  
    
  It’s really good product

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome product

  
"
5.0 out of 5 stars,"









  
  
    
  Very good product . Must go for the purchase

  
"
5.0 out of 5 stars,"









  
  
    
  Lovely product of Apple

  
"
5.0 out of 5 stars,"









  
  
    
  Genuine Product

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect phone

  
"
5.0 out of 5 stars,"









  
  
    
  Great mobile all time

  
"
5.0 out of 5 stars,"









  
  
    
  I am happy I purchased it!

  
"
5.0 out of 5 stars,"









  
  
    
  Great phone

  
"
5.0 out of 5 stars,"









  
  
    
  Super duper

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent product

  
"
5.0 out of 5 stars,"









  
  
    
  Very good phone

  
"
5.0 out of 5 stars,"









  
  
    
  Brilliant delivery by amazon

  
"
5.0 out of 5 stars,"









  
  
    
  Poor battery life

  
"
5.0 out of 5 stars,"









  
  
    
  Quality is suparb

  
"
5.0 out of 5 stars,"









  
  
    
  Fully satisfied😊

  
"
4.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent product

  
"
5.0 out of 5 stars,"









  
  
    
  It’s mind blowing

  
"
5.0 out of 5 stars,"









  
  
    
  No word I phone supper

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing 🍎

  
"
5.0 out of 5 stars,"









  
  
    
  Nice phone

  
"
5.0 out of 5 stars,"









  
  
    
  All Good..

  
"
4.0 out of 5 stars,"









  
  
    
  Good phone

  
"
4.0 out of 5 stars,"









  
  
    
  Awesome 👌

  
"
1.0 out of 5 stars,"









  
  
    
  Nice phone

  
"
5.0 out of 5 stars,"









  
  
    
  It’s a 9/10

  
"
5.0 out of 5 stars,"









  
  
    
  Average

  
"
5.0 out of 5 stars,"









  
  
    
  Better than Xr best battery life good display

  
"
1.0 out of 5 stars,"









  
  
    
  Not satisfied

  
"
4.0 out of 5 stars,"









  
  
    
  Good purchase

  
"
5.0 out of 5 stars,"









  
  
    
  Osm iPhone 11

  
"
4.0 out of 5 stars,"









  
  
    
  love this phn

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome phone

  
"
5.0 out of 5 stars,"









  
  
    
  Thanks amazon

  
"
4.0 out of 5 stars,"









  
  
    
  Show off only

  
"
1.0 out of 5 stars,"









  
  
    
  Battery was very week

  
"
5.0 out of 5 stars,"









  
  
    
  Camera is so cool

  
"
5.0 out of 5 stars,"









  
  
    
  I love this phone

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing product

  
"
5.0 out of 5 stars,"









  
  
    
  Love using it.

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
5.0 out of 5 stars,"









  
  
    
  Awsm

  
"
5.0 out of 5 stars,"









  
  
    
  Must upgrade if you’re using Iphone 7 or 8 !!

  
"
1.0 out of 5 stars,"









  
  
    
  Absolute value of money.

  
"
4.0 out of 5 stars,"









  
  
    
  I like

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  SUPERB

  
"
5.0 out of 5 stars,"









  
  
    
  Awsome

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Osmmmm

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent!

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Nicee phone

  
"
5.0 out of 5 stars,"









  
  
    
  Very good product

  
"
5.0 out of 5 stars,"









  
  
    
  Value for money

  
"
4.0 out of 5 stars,"









  
  
    
  Good good

  
"
5.0 out of 5 stars,"









  
  
    
  Satisfied

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing!!

  
"
5.0 out of 5 stars,"









  
  
    
  Loving it

  
"
5.0 out of 5 stars,"









  
  
    
  fantastic

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
5.0 out of 5 stars,"









  
  
    
  Camera best

  
"
5.0 out of 5 stars,"









  
  
    
  best Camera,best gaming performance

  
"
5.0 out of 5 stars,"









  
  
    
  Its just awsom

  
"
5.0 out of 5 stars,"









  
  
    
  Best phone

  
"
5.0 out of 5 stars,"









  
  
    
  Not so durable

  
"
5.0 out of 5 stars,"









  
  
    
  Ok

  
"
5.0 out of 5 stars,"









  
  
    
  nice product!!!!

  
"
5.0 out of 5 stars,"









  
  
    
  Every thing is awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Very good product.

  
"
5.0 out of 5 stars,"









  
  
    
  Everything perfect

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect thanks.

  
"
3.0 out of 5 stars,"









  
  
    
  Great gadget ..gets too hot while using

  
"
5.0 out of 5 stars,"









  
  
    
  Simply value for money iPhone

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
5.0 out of 5 stars,"









  
  
    
  Just Amazing

  
"
5.0 out of 5 stars,"









  
  
    
  nice

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
4.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Camera and battery life very good.

  
"
5.0 out of 5 stars,"









  
  
    
  Nice one

  
"
5.0 out of 5 stars,"









  
  
    
  Ossm

  
"
5.0 out of 5 stars,"









  
  
    
  Value for money

  
"
5.0 out of 5 stars,"









  
  
    
  Good phone happy using it

  
"
4.0 out of 5 stars,"









  
  
    
  Excellent mobile i love it

  
"
4.0 out of 5 stars,"









  
  
    
  Value for money

  
"
5.0 out of 5 stars,"









  
  
    
  Good phone

  
"
5.0 out of 5 stars,"









  
  
    
  Very Good

  
"
5.0 out of 5 stars,"









  
  
    
  Love it😍

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Must buy

  
"
5.0 out of 5 stars,"









  
  
    
  Fabulous

  
"
5.0 out of 5 stars,"









  
  
    
  Upgrade from 6s to 11.

  
"
5.0 out of 5 stars,"









  
  
    
  loved it

  
"
5.0 out of 5 stars,"









  
  
    
  Nice

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome phone

  
"
4.0 out of 5 stars,"









  
  
    
  IOS Software has bugs

  
"
3.0 out of 5 stars,"









  
  
    
  Na

  
"
5.0 out of 5 stars,"









  
  
    
  Nice phone

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
4.0 out of 5 stars,"









  
  
    
  Phone is heating while playing game

  
"
5.0 out of 5 stars,"









  
  
    
  Super

  
"
5.0 out of 5 stars,"









  
  
    
  Processor and Screen Quality

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing photos it takes

  
"
5.0 out of 5 stars,"









  
  
    
  Good phone

  
"
5.0 out of 5 stars,"









  
  
    
  So nice

  
"
5.0 out of 5 stars,"









  
  
    
  Goodddd

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Is good

  
"
5.0 out of 5 stars,"









  
  
    
  Bawal

  
"
1.0 out of 5 stars,"









  
  
    
  Touch quality worse

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent product ♥️

  
"
5.0 out of 5 stars,"









  
  
    
  Good product

  
"
5.0 out of 5 stars,"









  
  
    
  Great Product

  
"
5.0 out of 5 stars,"









  
  
    
  Apple at its best

  
"
5.0 out of 5 stars,"









  
  
    
  Very nice product Thanks Amazon

  
"
5.0 out of 5 stars,"









  
  
    
  Great camera and battery

  
"
5.0 out of 5 stars,"









  
  
    
  I like camera

  
"
5.0 out of 5 stars,"









  
  
    
  I Phone 11 just one Word WOW 💥🔥♥️

  
"
3.0 out of 5 stars,"









  
  
    
  To heavy

  
"
4.0 out of 5 stars,"









  
  
    
  Best

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Nill

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing phone

  
"
5.0 out of 5 stars,"









  
  
    
  Very nice

  
"
4.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Great product

  
"
5.0 out of 5 stars,"









  
  
    
  Super

  
"
3.0 out of 5 stars,"









  
  
    
  Box was unsealed. May be product is used.

  
"
4.0 out of 5 stars,"









  
  
    
  Earphone is damaged

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect for me

  
"
5.0 out of 5 stars,"









  
  
    
  Value of money

  
"
5.0 out of 5 stars,"









  
  
    
  Superb

  
"
5.0 out of 5 stars,"









  
  
    
  Ok super

  
"
1.0 out of 5 stars,"









  
  
    
  Disgusting phone is heating too much

  
"
5.0 out of 5 stars,"









  
  
    
  Best

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Loved it a lot...

  
"
4.0 out of 5 stars,"









  
  
    
  Average

  
"
5.0 out of 5 stars,"









  
  
    
  Op phone

  
"
5.0 out of 5 stars,"









  
  
    
  Too good

  
"
4.0 out of 5 stars,"









  
  
    
  Classic product by apple

  
"
5.0 out of 5 stars,"









  
  
    
  Supar

  
"
5.0 out of 5 stars,"









  
  
    
  Op op

  
"
5.0 out of 5 stars,"









  
  
    
  Great

  
"
5.0 out of 5 stars,"









  
  
    
  Great

  
"
5.0 out of 5 stars,"









  
  
    
  Super

  
"
5.0 out of 5 stars,"









  
  
    
  Great

  
"
5.0 out of 5 stars,"









  
  
    
  I like the camera quality.

  
"
1.0 out of 5 stars,"









  
  
    
  Charger damage

  
"
5.0 out of 5 stars,"









  
  
    
  Its very gud production

  
"
5.0 out of 5 stars,"









  
  
    
  Best phone

  
"
5.0 out of 5 stars,"









  
  
    
  Very good

  
"
5.0 out of 5 stars,"









  
  
    
  Genuine

  
"
1.0 out of 5 stars,"









  
  
    
  Not working properly

  
"
5.0 out of 5 stars,"









  
  
    
  Great iPhone

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Best phone

  
"
5.0 out of 5 stars,"









  
  
    
  Nice

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Terrific purchase 👍

  
"
1.0 out of 5 stars,"









  
  
    
  Poor voice quality

  
"
5.0 out of 5 stars,"









  
  
    
  Overall experience was great

  
"
5.0 out of 5 stars,"









  
  
    
  Worth the money spent

  
"
5.0 out of 5 stars,"









  
  
    
  Nice phnone it's great...

  
"
5.0 out of 5 stars,"









  
  
    
  Spectacular

  
"
5.0 out of 5 stars,"









  
  
    
  Great phone

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
4.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Over all its a good phone

  
"
4.0 out of 5 stars,"









  
  
    
  Battery life

  
"
4.0 out of 5 stars,"









  
  
    
  Dislike

  
"
5.0 out of 5 stars,"









  
  
    
  Battery life to gud

  
"
5.0 out of 5 stars,"









  
  
    
  No doubt it is best

  
"
5.0 out of 5 stars,"









  
  
    
  just wow

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing experience

  
"
5.0 out of 5 stars,"









  
  
    
  Ok

  
"
5.0 out of 5 stars,"









  
  
    
  Nice phone

  
"
5.0 out of 5 stars,"









  
  
    
  😍🤩

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
1.0 out of 5 stars,"









  
  
    
  Highly overrated

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome mobile

  
"
5.0 out of 5 stars,"









  
  
    
  I realy like this product

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
3.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Best

  
"
5.0 out of 5 stars,"









  
  
    
  Battery life very gud, picture quality is osm

  
"
5.0 out of 5 stars,"









  
  
    
  best phone

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent job by iphone

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing

  
"
5.0 out of 5 stars,"









  
  
    
  For Apple Lover

  
"
1.0 out of 5 stars,"









  
  
    
  Very bad For Battery and charging.

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent Product

  
"
5.0 out of 5 stars,"









  
  
    
  Nothing

  
"
5.0 out of 5 stars,"









  
  
    
  Like

  
"
5.0 out of 5 stars,"









  
  
    
  So so

  
"
5.0 out of 5 stars,"









  
  
    
  Superb

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect

  
"
5.0 out of 5 stars,"









  
  
    
  The BEST

  
"
5.0 out of 5 stars,"









  
  
    
  Awsome

  
"
5.0 out of 5 stars,"









  
  
    
  Great

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent i luv it

  
"
5.0 out of 5 stars,"









  
  
    
  Super

  
"
5.0 out of 5 stars,"









  
  
    
  Worth Buy!

  
"
5.0 out of 5 stars,"









  
  
    
  Good phone

  
"
4.0 out of 5 stars,"









  
  
    
  Oki

  
"
5.0 out of 5 stars,"









  
  
    
  Great

  
"
5.0 out of 5 stars,"









  
  
    
  apple as usual best also this time

  
"
3.0 out of 5 stars,"









  
  
    
  Gud not best

  
"
5.0 out of 5 stars,"









  
  
    
  Nice products

  
"
5.0 out of 5 stars,"









  
  
    
  Battery is really good

  
"
5.0 out of 5 stars,"









  
  
    
  iPhone 11 super phone

  
"
5.0 out of 5 stars,"









  
  
    
  Very good

  
"
5.0 out of 5 stars,"









  
  
    
  Camera quality

  
"
5.0 out of 5 stars,"









  
  
    
  Nice camer

  
"
5.0 out of 5 stars,"









  
  
    
  In one word it’s awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Best

  
"
5.0 out of 5 stars,"









  
  
    
  No match

  
"
5.0 out of 5 stars,"









  
  
    
  Just fantastic

  
"
5.0 out of 5 stars,"









  
  
    
  1 no

  
"
5.0 out of 5 stars,"









  
  
    
  Good quality

  
"
5.0 out of 5 stars,"









  
  
    
  Good “..

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Very good quality

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing phone !

  
"
5.0 out of 5 stars,"









  
  
    
  very good phone

  
"
5.0 out of 5 stars,"









  
  
    
  Its overweight but good

  
"
5.0 out of 5 stars,"









  
  
    
  Nothing

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
4.0 out of 5 stars,"









  
  
    
  Camera..

  
"
5.0 out of 5 stars,"









  
  
    
  Simply awesome but bit costly

  
"
5.0 out of 5 stars,"









  
  
    
  Good one

  
"
5.0 out of 5 stars,"









  
  
    
  VERY NICE

  
"
5.0 out of 5 stars,"









  
  
    
  Best product and let delivery

  
"
5.0 out of 5 stars,"









  
  
    
  Battery could be better

  
"
5.0 out of 5 stars,"









  
  
    
  Op

  
"
5.0 out of 5 stars,"









  
  
    
  NA

  
"
5.0 out of 5 stars,"









  
  
    
  Too good

  
"
5.0 out of 5 stars,"









  
  
    
  Nice product

  
"
5.0 out of 5 stars,"









  
  
    
  V good

  
"
5.0 out of 5 stars,"









  
  
    
  Mastt

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing

  
"
5.0 out of 5 stars,"









  
  
    
  Top notch product

  
"
5.0 out of 5 stars,"









  
  
    
  Happy ☺️

  
"
5.0 out of 5 stars,"









  
  
    
  Great

  
"
5.0 out of 5 stars,"









  
  
    
  Love these phone

  
"
5.0 out of 5 stars,"









  
  
    
  Fabulous

  
"
5.0 out of 5 stars,"









  
  
    
  Good one

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome phone

  
"
5.0 out of 5 stars,"









  
  
    
  Just love it.

  
"
5.0 out of 5 stars,"









  
  
    
  Superb

  
"
5.0 out of 5 stars,"









  
  
    
  Very good phone

  
"
4.0 out of 5 stars,"









  
  
    
  Great camera quality and battery backup.

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome product!

  
"
5.0 out of 5 stars,"









  
  
    
  Null

  
"
5.0 out of 5 stars,"









  
  
    
  Earphones aren’t properly working

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing product it is..!!

  
"
4.0 out of 5 stars,"









  
  
    
  I phone 11 is good

  
"
3.0 out of 5 stars,"









  
  
    
  No need reply any thing

  
"
4.0 out of 5 stars,"









  
  
    
  One word -classy 👌💯

  
"
5.0 out of 5 stars,"









  
  
    
  Superb!

  
"
5.0 out of 5 stars,"









  
  
    
  I like the quality of phone

  
"
4.0 out of 5 stars,"









  
  
    
  Good product.

  
"
5.0 out of 5 stars,"









  
  
    
  Gud parfmoce

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  No

  
"
4.0 out of 5 stars,"









  
  
    
  Overall a good package

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Best quality iPhone.

  
"
4.0 out of 5 stars,"









  
  
    
  Worth for money

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome service

  
"
5.0 out of 5 stars,"









  
  
    
  Simply awesome

  
"
4.0 out of 5 stars,"









  
  
    
  Ok

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing phone

  
"
3.0 out of 5 stars,"









  
  
    
  Picture doest not clear

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  very nice

  
"
5.0 out of 5 stars,"









  
  
    
  Worth the money.

  
"
5.0 out of 5 stars,"









  
  
    
  Must re

  
"
5.0 out of 5 stars,"









  
  
    
  superb product

  
"
5.0 out of 5 stars,"









  
  
    
  V.good

  
"
5.0 out of 5 stars,"









  
  
    
  Vary good

  
"
5.0 out of 5 stars,"









  
  
    
  Superb phone

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
5.0 out of 5 stars,"









  
  
    
  Fist class

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome product

  
"
5.0 out of 5 stars,"









  
  
    
  Fab

  
"
5.0 out of 5 stars,"









  
  
    
  V good phone

  
"
5.0 out of 5 stars,"









  
  
    
  Best phone

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
4.0 out of 5 stars,"









  
  
    
  Cool

  
"
5.0 out of 5 stars,"









  
  
    
  👌🏼

  
"
5.0 out of 5 stars,"









  
  
    
  Value for money

  
"
5.0 out of 5 stars,"









  
  
    
  Nice

  
"
5.0 out of 5 stars,"









  
  
    
  Hmm

  
"
5.0 out of 5 stars,"









  
  
    
  Mst

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
5.0 out of 5 stars,"









  
  
    
  ❤️

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
5.0 out of 5 stars,"









  
  
    
  Flawless!

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
4.0 out of 5 stars,"









  
  
    
  Worth buying

  
"
5.0 out of 5 stars,"









  
  
    
  value for money

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent product

  
"
4.0 out of 5 stars,"









  
  
    
  Camera quality

  
"
5.0 out of 5 stars,"









  
  
    
  Very good camera

  
"
5.0 out of 5 stars,"









  
  
    
  Best all time

  
"
5.0 out of 5 stars,"









  
  
    
  A++

  
"
5.0 out of 5 stars,"









  
  
    
  Good camera

  
"
5.0 out of 5 stars,"









  
  
    
  Best phone

  
"
5.0 out of 5 stars,"









  
  
    
  Battery life awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Best phone

  
"
5.0 out of 5 stars,"









  
  
    
  Nyc

  
"
5.0 out of 5 stars,"









  
  
    
  Rt

  
"
4.0 out of 5 stars,"









  
  
    
  Good phone

  
"
5.0 out of 5 stars,"









  
  
    
  Nothing

  
"
4.0 out of 5 stars,"









  
  
    
  All over good.

  
"
5.0 out of 5 stars,"









  
  
    
  Best

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Great product

  
"
5.0 out of 5 stars,"









  
  
    
  It’s awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Best phone

  
"
5.0 out of 5 stars,"









  
  
    
  Good

  
"
5.0 out of 5 stars,"









  
  
    
  Camera

  
"
5.0 out of 5 stars,"









  
  
    
  I like this

  
"
4.0 out of 5 stars,"









  
  
    
  Excellent Product. Now you can give away your kidney instead of actually paying for the phone. Two amazon certified surgeons came at my place. The operation for my kidneys was beautifully done and then I received the phone. You can also transfer intellectual property through amazon pay now. That could be one of your options. In my case, I did both, LMAOO.

  
"
1.0 out of 5 stars,"









  
  
    
  Please don't buy iPhones from iphone.. If you want to buy please go to apple store. Don't think for extra 3k when you buy from apple store. See the 1 star reviews, they are not lying. Think about them.. Buying an mobile atba cost of 70000 and the product is defective, if you ask a replace in amazon, they won't replace the product. They will direct you to apple store. When you go to apple store they will not help the customer who bought a product from amazon, now you can't do anything. The 70000rs is just a waste. Please don't buy iPhone from amazon. Just go to apple store and buy. Yes apple store don't reduce the price.. But if you buy a iphone from apple store and you got a problem they will help you.. If can't they will replace your mobile free of cost. Think about it.. Buying a iphone less for 3k and got a problem, you have to suffer and waste of time for you. I am not telling all the iphones are defective in amazon. Some product and some particularly some seller making the mistakes, they are knowingly making the mistakes. Please but a iphone in apple store.

  
"
5.0 out of 5 stars,"









  
  
    
  Upgrading from iPhone 7 Red 256GB to 11 is nothing short of exciting to me!Pros:1. Camera. CAMERA! Night-mode! Wide-angle!2. Battery life. No one told me that iPhone batteries last more than half a day. This one does for a FULL day!3. Performance. Phenomenal! I run mobile games on full graphics and the phone does not break a sweat!4. Software. Apple should be lauded for iOS. No bloatware, no lags, no over-the-time performance decay!5. Screen. Even though this has LCD, Apple has done a phenomenal job in making it the best available right now.6. Build Quality. Do I need to say anything about Apple's this aspect? Premium! Phenomenal!7. Design. Truly professional looking compared to the Pro/Pro Max gas-stove looks!Cons: (I'm nitpicking, believe me you!)1. No fast charger in the box. What a dud for such an expensive phone!2. Could have come in OLED at this price-point.

  
"
5.0 out of 5 stars,"









  
  
    
  well size  and its all colour is very good design is very good  features.but one thing is same according to me the camera quality  of 8 plus and  iphone x and 11 almost same but design is too good battery life too good  it consist alll the things but it also affects our pocket . on the other hand every thing is excellent no issuebut one problem is that after some time why battery is affected  I dont know why  but its a true fact.all products of apple is very good  i have no words to complement  all goooooooooooooooooood

  
"
4.0 out of 5 stars,"









  
  
    
  Yes it’s iPhone and iPhones are good. iPhone 11 is my first one. Different UI from android phones, So takes little time to adjust.1. Camera is one of the best in class i would say, mind blowing details in photos2. Battery life is awesome, i hear the older iPhones never used to have battery backup like this one, well if u were an android user then they had good battery backup mobiles3. Sometimes I see lag Especially the iMovie4. Face recognition is really good5. There isnt any lag in games i played, not high def games thoughI am Totally satisfied with its performanceiOS 14 on the way so sit tight, fingers crossedThanksGod

  
"
4.0 out of 5 stars,"









  
  
    
  May be my first negative review about the product & Amazon both. I was much elated to receive the iPhone 11 so fast, next day of dispatch , but the thing I got started heating up every now and then. Contacted Applecare, just to be consoled that it's quite normal. As it continued, tried to return the product by speaking to Amazon customer support but in vain. Some body called me back to convey that only Apple will decide which one to take back. Why is then Amazon took up the sacred duty of selling such an item which they can't exchange/ have no control ? The product developed new issues like proximity sensor malfunction and last but most importantly loosing mobile network every other minute(even had two software updates). It was handed over to the Apple ASP as the return window closed on 10/10/19 (what use it was for??) and diagnosed as having issues and has further been sent to Apple repair facility at Bengaluru. So I'm here w/out my first iPhone after using it(suffering for??) just a little over 2 weeks and the CREDIT GOES TO AMAZON !! Bravo, keep it up Amazon

  
"
5.0 out of 5 stars,"









  
  
    
  Although I dint buy it from amazon but I’ll still tell u how good it actually is! I’m a college student and a heavy user. My day begins at 5 when I put my iPhone 11 on charge and i remove it at 92-96% of charge. I read books , listen to music , play cod and Pubg along with clash Royale watch YouTube and listen to music. My day ends at 2300hrs and I’m always left out with approx 32-46% battery. The standby time is just great no battery drains when not in use and I mean it ! No battery drains. That A13 Bionic is just a beast and let’s just not talk about the performance. A true destructive amazing fast performance is always guaranteed. I have no regrets reshooting from android to this phone! Buy it and enjoy it guys!

  
"
2.0 out of 5 stars,"









  
  
    
  After using iphone11 for months, these are some problem I am facing. I don’t know if it’s software or hardware problem.Problem with Iphone 11 are1.Sometimes it doesn’t recognise face to open the lock, need to restart the iphone to solve this problem.2.It gets hang sometimes, then gets restarted automatically.3.Dot appears in photos taken in sunny day due to its camera lens.4.Front sensor doesn’t work accurately.Because of these problems, I think it’s not worth buying such expensive mobile. Disappointed 👎🏻

  
"
1.0 out of 5 stars,"









  
  
    
  The seller and Amazon, both have been unprofessional and the replacement policy clearly needs a revision.I was unlucky as I recieved a faulty handset. After several calls between Apple cusotmer service and Amazon I realised I am duped for 70,000. Amazon won't replace unless I give them a letter from Apple and Apple won't replace anything as I purchased the phone from Amazon. I've to travel 40kms to get to a Apple store for the letter Amazon wants. They won't trust the consumer and stick to their policy which is not fair on consumers. 0 consideration shown in such unprecedented times and no room for exception. I wouldn't recommend buying phones from this seller and Amazon due to the pathetic replacement policy.

  
"
4.0 out of 5 stars,"









  
  
    
  I am honestly telling if you are willing to spend this much amount then please go and purchase from the store i received defective earphones when called amazon got rejected for service then they said they can’t do anything in it please go to service center . Do not fall into cashback traps for 2-3k rupees you can received defective default or used phones. And when you complain about this you will hear this “hello sir sorry but we cant do anything” So please spend 2-3k and buy from store atleast you will be satisfied

  
"
